"wz11cd","lsoa11cd","msoa11cd","date","Age: All categories: Age 16 to 74; Sex: All persons; measures: Value","Age: All categories: Age 16 to 74; Sex: Males; measures: Value","Age: All categories: Age 16 to 74; Sex: Females; measures: Value","Age: Age 16; Sex: All persons; measures: Value","Age: Age 16; Sex: Males; measures: Value","Age: Age 16; Sex: Females; measures: Value","Age: Age 17; Sex: All persons; measures: Value","Age: Age 17; Sex: Males; measures: Value","Age: Age 17; Sex: Females; measures: Value","Age: Age 18; Sex: All persons; measures: Value","Age: Age 18; Sex: Males; measures: Value","Age: Age 18; Sex: Females; measures: Value","Age: Age 19; Sex: All persons; measures: Value","Age: Age 19; Sex: Males; measures: Value","Age: Age 19; Sex: Females; measures: Value","Age: Age 20; Sex: All persons; measures: Value","Age: Age 20; Sex: Males; measures: Value","Age: Age 20; Sex: Females; measures: Value","Age: Age 21; Sex: All persons; measures: Value","Age: Age 21; Sex: Males; measures: Value","Age: Age 21; Sex: Females; measures: Value","Age: Age 22; Sex: All persons; measures: Value","Age: Age 22; Sex: Males; measures: Value","Age: Age 22; Sex: Females; measures: Value","Age: Age 23; Sex: All persons; measures: Value","Age: Age 23; Sex: Males; measures: Value","Age: Age 23; Sex: Females; measures: Value","Age: Age 24; Sex: All persons; measures: Value","Age: Age 24; Sex: Males; measures: Value","Age: Age 24; Sex: Females; measures: Value","Age: Age 25; Sex: All persons; measures: Value","Age: Age 25; Sex: Males; measures: Value","Age: Age 25; Sex: Females; measures: Value","Age: Age 26; Sex: All persons; measures: Value","Age: Age 26; Sex: Males; measures: Value","Age: Age 26; Sex: Females; measures: Value","Age: Age 27; Sex: All persons; measures: Value","Age: Age 27; Sex: Males; measures: Value","Age: Age 27; Sex: Females; measures: Value","Age: Age 28; Sex: All persons; measures: Value","Age: Age 28; Sex: Males; measures: Value","Age: Age 28; Sex: Females; measures: Value","Age: Age 29; Sex: All persons; measures: Value","Age: Age 29; Sex: Males; measures: Value","Age: Age 29; Sex: Females; measures: Value","Age: Age 30; Sex: All persons; measures: Value","Age: Age 30; Sex: Males; measures: Value","Age: Age 30; Sex: Females; measures: Value","Age: Age 31; Sex: All persons; measures: Value","Age: Age 31; Sex: Males; measures: Value","Age: Age 31; Sex: Females; measures: Value","Age: Age 32; Sex: All persons; measures: Value","Age: Age 32; Sex: Males; measures: Value","Age: Age 32; Sex: Females; measures: Value","Age: Age 33; Sex: All persons; measures: Value","Age: Age 33; Sex: Males; measures: Value","Age: Age 33; Sex: Females; measures: Value","Age: Age 34; Sex: All persons; measures: Value","Age: Age 34; Sex: Males; measures: Value","Age: Age 34; Sex: Females; measures: Value","Age: Age 35; Sex: All persons; measures: Value","Age: Age 35; Sex: Males; measures: Value","Age: Age 35; Sex: Females; measures: Value","Age: Age 36; Sex: All persons; measures: Value","Age: Age 36; Sex: Males; measures: Value","Age: Age 36; Sex: Females; measures: Value","Age: Age 37; Sex: All persons; measures: Value","Age: Age 37; Sex: Males; measures: Value","Age: Age 37; Sex: Females; measures: Value","Age: Age 38; Sex: All persons; measures: Value","Age: Age 38; Sex: Males; measures: Value","Age: Age 38; Sex: Females; measures: Value","Age: Age 39; Sex: All persons; measures: Value","Age: Age 39; Sex: Males; measures: Value","Age: Age 39; Sex: Females; measures: Value","Age: Age 40; Sex: All persons; measures: Value","Age: Age 40; Sex: Males; measures: Value","Age: Age 40; Sex: Females; measures: Value","Age: Age 41; Sex: All persons; measures: Value","Age: Age 41; Sex: Males; measures: Value","Age: Age 41; Sex: Females; measures: Value","Age: Age 42; Sex: All persons; measures: Value","Age: Age 42; Sex: Males; measures: Value","Age: Age 42; Sex: Females; measures: Value","Age: Age 43; Sex: All persons; measures: Value","Age: Age 43; Sex: Males; measures: Value","Age: Age 43; Sex: Females; measures: Value","Age: Age 44; Sex: All persons; measures: Value","Age: Age 44; Sex: Males; measures: Value","Age: Age 44; Sex: Females; measures: Value","Age: Age 45; Sex: All persons; measures: Value","Age: Age 45; Sex: Males; measures: Value","Age: Age 45; Sex: Females; measures: Value","Age: Age 46; Sex: All persons; measures: Value","Age: Age 46; Sex: Males; measures: Value","Age: Age 46; Sex: Females; measures: Value","Age: Age 47; Sex: All persons; measures: Value","Age: Age 47; Sex: Males; measures: Value","Age: Age 47; Sex: Females; measures: Value","Age: Age 48; Sex: All persons; measures: Value","Age: Age 48; Sex: Males; measures: Value","Age: Age 48; Sex: Females; measures: Value","Age: Age 49; Sex: All persons; measures: Value","Age: Age 49; Sex: Males; measures: Value","Age: Age 49; Sex: Females; measures: Value","Age: Age 50; Sex: All persons; measures: Value","Age: Age 50; Sex: Males; measures: Value","Age: Age 50; Sex: Females; measures: Value","Age: Age 51; Sex: All persons; measures: Value","Age: Age 51; Sex: Males; measures: Value","Age: Age 51; Sex: Females; measures: Value","Age: Age 52; Sex: All persons; measures: Value","Age: Age 52; Sex: Males; measures: Value","Age: Age 52; Sex: Females; measures: Value","Age: Age 53; Sex: All persons; measures: Value","Age: Age 53; Sex: Males; measures: Value","Age: Age 53; Sex: Females; measures: Value","Age: Age 54; Sex: All persons; measures: Value","Age: Age 54; Sex: Males; measures: Value","Age: Age 54; Sex: Females; measures: Value","Age: Age 55; Sex: All persons; measures: Value","Age: Age 55; Sex: Males; measures: Value","Age: Age 55; Sex: Females; measures: Value","Age: Age 56; Sex: All persons; measures: Value","Age: Age 56; Sex: Males; measures: Value","Age: Age 56; Sex: Females; measures: Value","Age: Age 57; Sex: All persons; measures: Value","Age: Age 57; Sex: Males; measures: Value","Age: Age 57; Sex: Females; measures: Value","Age: Age 58; Sex: All persons; measures: Value","Age: Age 58; Sex: Males; measures: Value","Age: Age 58; Sex: Females; measures: Value","Age: Age 59; Sex: All persons; measures: Value","Age: Age 59; Sex: Males; measures: Value","Age: Age 59; Sex: Females; measures: Value","Age: Age 60; Sex: All persons; measures: Value","Age: Age 60; Sex: Males; measures: Value","Age: Age 60; Sex: Females; measures: Value","Age: Age 61; Sex: All persons; measures: Value","Age: Age 61; Sex: Males; measures: Value","Age: Age 61; Sex: Females; measures: Value","Age: Age 62; Sex: All persons; measures: Value","Age: Age 62; Sex: Males; measures: Value","Age: Age 62; Sex: Females; measures: Value","Age: Age 63; Sex: All persons; measures: Value","Age: Age 63; Sex: Males; measures: Value","Age: Age 63; Sex: Females; measures: Value","Age: Age 64; Sex: All persons; measures: Value","Age: Age 64; Sex: Males; measures: Value","Age: Age 64; Sex: Females; measures: Value","Age: Age 65; Sex: All persons; measures: Value","Age: Age 65; Sex: Males; measures: Value","Age: Age 65; Sex: Females; measures: Value","Age: Age 66; Sex: All persons; measures: Value","Age: Age 66; Sex: Males; measures: Value","Age: Age 66; Sex: Females; measures: Value","Age: Age 67; Sex: All persons; measures: Value","Age: Age 67; Sex: Males; measures: Value","Age: Age 67; Sex: Females; measures: Value","Age: Age 68; Sex: All persons; measures: Value","Age: Age 68; Sex: Males; measures: Value","Age: Age 68; Sex: Females; measures: Value","Age: Age 69; Sex: All persons; measures: Value","Age: Age 69; Sex: Males; measures: Value","Age: Age 69; Sex: Females; measures: Value","Age: Age 70; Sex: All persons; measures: Value","Age: Age 70; Sex: Males; measures: Value","Age: Age 70; Sex: Females; measures: Value","Age: Age 71; Sex: All persons; measures: Value","Age: Age 71; Sex: Males; measures: Value","Age: Age 71; Sex: Females; measures: Value","Age: Age 72; Sex: All persons; measures: Value","Age: Age 72; Sex: Males; measures: Value","Age: Age 72; Sex: Females; measures: Value","Age: Age 73; Sex: All persons; measures: Value","Age: Age 73; Sex: Males; measures: Value","Age: Age 73; Sex: Females; measures: Value","Age: Age 74; Sex: All persons; measures: Value","Age: Age 74; Sex: Males; measures: Value","Age: Age 74; Sex: Females; measures: Value"
"E33018102","E01008884","E02001904",2011,735,554,181,4,1,3,5,3,2,5,0,5,9,7,2,10,7,3,21,8,13,13,7,6,14,8,6,10,8,2,10,6,4,16,13,3,15,12,3,19,15,4,14,11,3,15,12,3,9,9,0,13,8,5,20,15,5,19,16,3,11,10,1,16,13,3,19,16,3,11,8,3,14,9,5,13,8,5,19,15,4,20,17,3,16,13,3,24,14,10,26,17,9,19,15,4,17,14,3,15,10,5,25,21,4,16,13,3,16,14,2,21,17,4,14,11,3,11,10,1,21,16,5,11,8,3,18,18,0,12,12,0,8,6,2,11,9,2,12,9,3,8,7,1,9,9,0,12,9,3,5,3,2,5,2,3,6,3,3,1,1,0,1,1,0,6,6,0,1,1,0,2,1,1,2,2,0,0,0,0
"E33018103","E01008884","E02001904",2011,324,224,100,3,2,1,3,3,0,3,0,3,4,3,1,10,7,3,11,9,2,12,9,3,15,8,7,5,4,1,10,8,2,7,7,0,5,2,3,6,5,1,14,11,3,12,8,4,5,4,1,6,1,5,8,6,2,9,5,4,3,2,1,4,3,1,10,4,6,6,4,2,9,7,2,4,3,1,12,10,2,7,5,2,3,3,0,5,3,2,6,5,1,6,6,0,5,3,2,9,7,2,11,6,5,7,4,3,6,4,2,5,5,0,6,4,2,3,3,0,4,2,2,9,6,3,3,3,0,2,1,1,7,4,3,6,2,4,4,2,2,1,1,0,3,3,0,6,4,2,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,2,1,1,0,0,0,0,0,0,1,1,0,0,0,0
"E33018104","E01008884","E02001904",2011,704,588,116,2,2,0,0,0,0,6,5,1,6,5,1,10,10,0,8,7,1,11,9,2,13,8,5,18,17,1,22,20,2,20,19,1,17,13,4,14,13,1,21,17,4,21,19,2,16,12,4,27,22,5,19,18,1,11,9,2,20,17,3,16,12,4,16,13,3,24,20,4,21,17,4,17,16,1,22,18,4,20,16,4,20,14,6,26,21,5,17,14,3,23,19,4,13,10,3,9,9,0,17,13,4,18,16,2,8,4,4,17,12,5,14,11,3,16,15,1,8,6,2,14,14,0,8,6,2,8,7,1,4,4,0,9,9,0,4,3,1,8,7,1,5,5,0,1,1,0,1,1,0,3,1,2,4,3,1,1,1,0,2,2,0,2,2,0,2,2,0,2,1,1,0,0,0,2,1,1
"E33018105","E01008884","E02001904",2011,413,314,99,0,0,0,1,0,1,2,2,0,3,2,1,2,1,1,2,2,0,3,2,1,7,6,1,6,3,3,6,5,1,4,3,1,4,2,2,6,4,2,4,3,1,10,6,4,10,7,3,5,5,0,6,5,1,12,5,7,8,6,2,5,3,2,7,5,2,15,14,1,7,6,1,14,12,2,12,8,4,11,11,0,12,7,5,13,11,2,16,10,6,21,14,7,15,12,3,14,10,4,13,10,3,5,5,0,9,9,0,11,10,1,7,7,0,9,8,1,9,8,1,12,10,2,13,8,5,7,3,4,9,8,1,7,7,0,6,6,0,3,3,0,8,6,2,5,4,1,1,1,0,2,2,0,6,3,3,4,3,1,0,0,0,2,1,1,2,0,2,0,0,0,0,0,0,0,0,0
"E33018106","E01008889","E02001904",2011,498,416,82,0,0,0,0,0,0,1,1,0,1,0,1,4,3,1,5,5,0,7,3,4,5,5,0,12,10,2,4,3,1,7,7,0,6,5,1,13,11,2,11,9,2,16,13,3,24,15,9,12,11,1,16,15,1,15,13,2,11,9,2,11,9,2,15,12,3,8,6,2,20,14,6,13,11,2,9,8,1,15,14,1,12,11,1,8,8,0,25,22,3,13,11,2,12,11,1,15,14,1,16,14,2,13,12,1,11,9,2,11,8,3,11,10,1,7,6,1,9,6,3,12,9,3,8,6,2,7,5,2,4,4,0,10,8,2,5,5,0,11,11,0,6,6,0,6,5,1,1,1,0,1,1,0,1,1,0,0,0,0,0,0,0,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0
"E33018107","E01008889","E02001904",2011,228,168,60,1,1,0,0,0,0,2,1,1,3,2,1,2,2,0,5,3,2,5,4,1,10,8,2,2,1,1,4,2,2,9,5,4,5,3,2,10,7,3,4,3,1,7,5,2,8,7,1,6,5,1,3,2,1,9,8,1,8,8,0,13,7,6,6,6,0,9,7,2,9,7,2,7,0,7,2,2,0,6,6,0,1,0,1,6,3,3,2,1,1,3,2,1,5,4,1,7,6,1,1,1,0,5,5,0,5,3,2,6,5,1,6,5,1,3,3,0,4,2,2,0,0,0,4,3,1,6,6,0,1,1,0,2,2,0,2,1,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0
"E33018108","E01008887","E02001904",2011,522,402,120,3,1,2,2,1,1,7,2,5,1,1,0,7,6,1,5,4,1,14,12,2,9,9,0,14,13,1,12,12,0,18,14,4,12,11,1,17,15,2,12,10,2,9,7,2,13,12,1,13,10,3,9,7,2,9,5,4,12,8,4,10,8,2,15,12,3,15,11,4,15,10,5,14,12,2,4,3,1,12,11,1,17,11,6,18,16,2,13,8,5,15,12,3,9,5,4,20,16,4,12,8,4,12,8,4,6,5,1,12,8,4,10,8,2,2,1,1,8,6,2,7,7,0,10,6,4,7,5,2,5,3,2,6,5,1,7,6,1,7,4,3,6,4,2,12,10,2,6,5,1,1,1,0,4,2,2,2,1,1,1,1,0,1,1,0,0,0,0,0,0,0,2,1,1,1,1,0
"E33018109","E01008889","E02001904",2011,179,129,50,0,0,0,0,0,0,1,1,0,1,0,1,4,2,2,2,1,1,1,0,1,4,2,2,4,4,0,6,3,3,3,3,0,0,0,0,5,3,2,1,0,1,5,4,1,4,4,0,3,3,0,2,2,0,1,1,0,3,2,1,3,3,0,3,1,2,7,5,2,1,1,0,10,8,2,5,2,3,6,4,2,6,3,3,4,3,1,6,6,0,3,2,1,9,7,2,5,5,0,6,5,1,0,0,0,5,2,3,5,5,0,5,4,1,3,3,0,4,4,0,5,5,0,4,2,2,4,1,3,0,0,0,2,0,2,5,4,1,1,0,1,3,2,1,2,2,0,1,0,1,1,0,1,1,1,0,0,0,0,2,2,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0
"E33018110","E01008889","E02001904",2011,490,382,108,0,0,0,3,2,1,5,3,2,3,2,1,3,2,1,5,3,2,3,0,3,3,3,0,6,4,2,8,6,2,5,2,3,5,5,0,12,10,2,6,1,5,8,7,1,4,4,0,13,12,1,16,14,2,4,3,1,5,4,1,10,10,0,11,10,1,16,12,4,11,9,2,17,13,4,13,12,1,15,11,4,16,14,2,17,13,4,15,12,3,26,19,7,13,9,4,25,19,6,17,11,6,17,15,2,13,9,4,10,6,4,10,9,1,9,7,2,9,4,5,12,9,3,12,8,4,13,13,0,8,7,1,7,6,1,5,4,1,5,5,0,5,4,1,8,8,0,2,2,0,1,1,0,0,0,0,2,2,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,1
"E33018111","E01008889","E02001904",2011,473,376,97,0,0,0,2,2,0,5,2,3,3,1,2,8,6,2,8,6,2,9,6,3,8,7,1,7,6,1,12,7,5,11,8,3,13,10,3,9,8,1,12,11,1,7,6,1,10,7,3,8,6,2,13,13,0,8,6,2,10,6,4,12,11,1,9,7,2,17,14,3,13,11,2,14,10,4,12,10,2,15,12,3,8,4,4,6,4,2,18,15,3,11,8,3,15,12,3,15,11,4,11,9,2,9,9,0,11,10,1,10,9,1,7,6,1,7,6,1,9,9,0,19,14,5,5,4,1,7,6,1,4,1,3,3,2,1,6,5,1,10,9,1,7,7,0,5,5,0,2,2,0,3,2,1,3,3,0,2,0,2,2,2,0,1,1,0,0,0,0,1,1,0,1,1,0,0,0,0
