"wz11cd","lsoa11cd","msoa11cd","date","Tenure: All categories: Tenure; measures: Value","Tenure: Owned: Total; measures: Value","Tenure: Owned: Owned outright; measures: Value","Tenure: Owned: Owned with a mortgage or loan; measures: Value","Tenure: Shared ownership (part owned and part rented); measures: Value","Tenure: Social rented: Total; measures: Value","Tenure: Social rented: Rented from council (Local Authority); measures: Value","Tenure: Social rented: Other social rented; measures: Value","Tenure: Private rented: Total; measures: Value","Tenure: Private rented: Private landlord or letting agency; measures: Value","Tenure: Private rented: Employer of a household member; measures: Value","Tenure: Private rented: Relative or friend of household member; measures: Value","Tenure: Private rented: Other; measures: Value","Tenure: Living rent free; measures: Value","Tenure: Owned: Total; measures: Value:value%","Tenure: Owned: Owned outright; measures: Value:value%","Tenure: Owned: Owned with a mortgage or loan; measures: Value:value%","Tenure: Shared ownership (part owned and part rented); measures: Value:value%","Tenure: Social rented: Total; measures: Value:value%","Tenure: Social rented: Rented from council (Local Authority); measures: Value:value%","Tenure: Social rented: Other social rented; measures: Value:value%","Tenure: Private rented: Total; measures: Value:value%","Tenure: Private rented: Private landlord or letting agency; measures: Value:value%","Tenure: Private rented: Employer of a household member; measures: Value:value%","Tenure: Private rented: Relative or friend of household member; measures: Value:value%","Tenure: Private rented: Other; measures: Value:value%","Tenure: Living rent free; measures: Value:value%"
"E33018263","E01009321","E02001895",2011,739,568,157,411,5,83,63,20,79,68,0,10,1,4,76.8606224627875,21.2449255751015,55.6156968876861,0.6765899864682,11.2313937753721,8.52503382949932,2.7063599458728,10.6901217861976,9.20162381596752,0,1.3531799729364,0.13531799729364,0.54127198917456
"E33018264","E01009322","E02001895",2011,993,720,194,526,9,144,105,39,116,109,0,6,1,4,72.5075528700906,19.5367573011078,52.9707955689829,0.906344410876133,14.5015105740181,10.5740181268882,3.92749244712991,11.6817724068479,10.9768378650554,0,0.604229607250755,0.100704934541793,0.40281973816717
"E33018265","E01009322","E02001895",2011,786,564,158,406,4,104,73,31,113,103,3,7,0,1,71.7557251908397,20.1017811704835,51.6539440203562,0.508905852417303,13.2315521628499,9.28753180661578,3.9440203562341,14.3765903307888,13.1043256997455,0.381679389312977,0.89058524173028,0,0.127226463104326
"E33018266","E01009322","E02001895",2011,350,244,88,156,2,56,41,15,46,45,0,1,0,2,69.7142857142857,25.1428571428571,44.5714285714286,0.571428571428571,16,11.7142857142857,4.28571428571429,13.1428571428571,12.8571428571429,0,0.285714285714286,0,0.571428571428571
"E33018267","E01009332","E02006900",2011,301,183,72,111,5,51,32,19,60,52,1,3,4,2,60.797342192691,23.9202657807309,36.8770764119601,1.66112956810631,16.9435215946844,10.6312292358804,6.31229235880399,19.9335548172757,17.2757475083056,0.332225913621262,0.996677740863787,1.32890365448505,0.664451827242525
"E33018268","E01009329","E02001896",2011,222,152,59,93,1,24,16,8,43,38,0,3,2,2,68.4684684684685,26.5765765765766,41.8918918918919,0.45045045045045,10.8108108108108,7.20720720720721,3.6036036036036,19.3693693693694,17.1171171171171,0,1.35135135135135,0.900900900900901,0.900900900900901
"E33018269","E01009329","E02001896",2011,385,241,87,154,2,44,26,18,94,89,0,5,0,4,62.5974025974026,22.5974025974026,40,0.519480519480519,11.4285714285714,6.75324675324675,4.67532467532468,24.4155844155844,23.1168831168831,0,1.2987012987013,0,1.03896103896104
"E33018270","E01009339","E02006901",2011,389,311,103,208,1,35,25,10,42,41,0,1,0,0,79.9485861182519,26.4781491002571,53.4704370179949,0.25706940874036,8.9974293059126,6.426735218509,2.5706940874036,10.7969151670951,10.5398457583548,0,0.25706940874036,0,0
"E33018271","E01009338","E02001896",2011,1469,1080,233,847,15,157,94,63,216,193,2,19,2,1,73.5194009530293,15.8611300204221,57.6582709326072,1.0211027910143,10.6875425459496,6.39891082368958,4.28863172226004,14.7038801906059,13.1381892443839,0.136147038801906,1.29339686861811,0.136147038801906,0.068073519400953
"E33018272","E01009340","E02006901",2011,741,493,155,338,7,108,73,35,131,126,1,4,0,2,66.531713900135,20.9176788124157,45.6140350877193,0.944669365721997,14.5748987854251,9.85155195681511,4.72334682860999,17.6788124156545,17.004048582996,0.134952766531714,0.539811066126856,0,0.269905533063428
"E33018273","E01009339","E02006901",2011,207,143,53,90,4,23,17,6,33,29,0,2,2,4,69.0821256038647,25.6038647342995,43.4782608695652,1.93236714975845,11.1111111111111,8.21256038647343,2.89855072463768,15.9420289855072,14.0096618357488,0,0.966183574879227,0.966183574879227,1.93236714975845
"E33018274","E01009339","E02006901",2011,1078,844,190,654,10,73,48,25,141,127,2,12,0,10,78.2931354359926,17.6252319109462,60.6679035250464,0.927643784786642,6.77179962894249,4.45269016697588,2.3191094619666,13.0797773654917,11.7810760667904,0.185528756957328,1.11317254174397,0,0.927643784786642
"E33018275","E01009341","E02001892",2011,4354,3200,756,2444,48,415,258,157,666,625,2,34,5,25,73.4956361966008,17.3633440514469,56.1322921451539,1.10243454294901,9.53146531924667,5.92558566835094,3.60587965089573,15.2962792834175,14.3546164446486,0.0459347726228755,0.780891134588884,0.114836931557189,0.574184657785944
"E33018276","E01009332","E02006900",2011,793,527,141,386,7,125,87,38,126,124,0,1,1,8,66.4564943253468,17.780580075662,48.6759142496847,0.882723833543506,15.7629255989912,10.9709962168979,4.79192938209332,15.8890290037831,15.6368221941992,0,0.126103404791929,0.126103404791929,1.00882723833544
"E33018277","E01009332","E02006900",2011,443,260,111,149,3,83,41,42,90,86,0,4,0,7,58.6907449209932,25.0564334085779,33.6343115124154,0.677200902934537,18.7358916478555,9.25507900677201,9.48081264108352,20.3160270880361,19.4130925507901,0,0.90293453724605,0,1.58013544018059
"E33018278","E01009349","E02001862",2011,357,215,73,142,7,71,42,29,63,58,0,4,1,1,60.2240896358543,20.4481792717087,39.7759103641457,1.96078431372549,19.8879551820728,11.7647058823529,8.12324929971989,17.6470588235294,16.2464985994398,0,1.12044817927171,0.280112044817927,0.280112044817927
"E33018279","E01033635","E02001865",2011,276,194,70,124,0,31,15,16,48,46,0,1,1,3,70.2898550724638,25.3623188405797,44.9275362318841,0,11.231884057971,5.43478260869565,5.79710144927536,17.3913043478261,16.6666666666667,0,0.36231884057971,0.36231884057971,1.08695652173913
"E33018280","E01033635","E02001865",2011,535,375,123,252,2,67,31,36,83,73,3,6,1,8,70.0934579439252,22.9906542056075,47.1028037383178,0.373831775700935,12.5233644859813,5.79439252336449,6.72897196261682,15.5140186915888,13.6448598130841,0.560747663551402,1.1214953271028,0.186915887850467,1.49532710280374
"E33018281","E01009354","E02001862",2011,225,157,62,95,0,37,22,15,25,24,1,0,0,6,69.7777777777778,27.5555555555556,42.2222222222222,0,16.4444444444444,9.77777777777778,6.66666666666667,11.1111111111111,10.6666666666667,0.444444444444444,0,0,2.66666666666667
"E33018282","E01009379","E02001897",2011,573,306,98,208,6,126,71,55,120,116,0,2,2,15,53.4031413612565,17.1029668411867,36.3001745200698,1.04712041884817,21.9895287958115,12.39092495637,9.59860383944154,20.9424083769633,20.2443280977312,0,0.349040139616056,0.349040139616056,2.61780104712042
"E33018283","E01009364","E02001897",2011,446,319,99,220,6,53,33,20,65,60,0,4,1,3,71.52466367713,22.1973094170404,49.3273542600897,1.34529147982063,11.8834080717489,7.39910313901345,4.48430493273543,14.5739910313901,13.4529147982063,0,0.896860986547085,0.224215246636771,0.672645739910314
"E33018284","E01009364","E02001897",2011,367,267,91,176,3,54,28,26,41,40,0,1,0,2,72.7520435967302,24.7956403269755,47.9564032697548,0.817438692098093,14.7138964577657,7.62942779291553,7.08446866485014,11.1716621253406,10.8991825613079,0,0.272479564032698,0,0.544959128065395
"E33018285","E01009364","E02001897",2011,372,274,117,157,2,63,37,26,31,28,0,3,0,2,73.6559139784946,31.4516129032258,42.2043010752688,0.537634408602151,16.9354838709677,9.94623655913978,6.98924731182796,8.33333333333333,7.52688172043011,0,0.806451612903226,0,0.537634408602151
"E33018286","E01009378","E02006896",2011,516,339,111,228,5,76,46,30,93,88,1,3,1,3,65.6976744186046,21.5116279069767,44.1860465116279,0.968992248062015,14.7286821705426,8.91472868217054,5.81395348837209,18.0232558139535,17.0542635658915,0.193798449612403,0.581395348837209,0.193798449612403,0.581395348837209
"E33018287","E01009367","E02001909",2011,195,154,63,91,1,25,15,10,14,13,0,0,1,1,78.974358974359,32.3076923076923,46.6666666666667,0.512820512820513,12.8205128205128,7.69230769230769,5.12820512820513,7.17948717948718,6.66666666666667,0,0,0.512820512820513,0.512820512820513
"E33018288","E01009367","E02001909",2011,233,150,62,88,2,27,15,12,47,42,0,5,0,7,64.3776824034335,26.6094420600858,37.7682403433476,0.858369098712446,11.587982832618,6.43776824034335,5.15021459227468,20.1716738197425,18.0257510729614,0,2.14592274678112,0,3.00429184549356
"E33018289","E01009367","E02001909",2011,391,297,83,214,4,38,25,13,49,44,0,5,0,3,75.9590792838875,21.227621483376,54.7314578005115,1.0230179028133,9.71867007672634,6.39386189258312,3.32480818414322,12.5319693094629,11.2531969309463,0,1.27877237851662,0,0.767263427109974
"E33018290","E01009371","E02001903",2011,273,165,50,115,3,46,23,23,54,48,0,3,3,5,60.4395604395604,18.3150183150183,42.1245421245421,1.0989010989011,16.8498168498169,8.42490842490843,8.42490842490843,19.7802197802198,17.5824175824176,0,1.0989010989011,1.0989010989011,1.83150183150183
"E33018291","E01033641","E02006901",2011,423,326,100,226,4,37,18,19,54,52,0,1,1,2,77.0685579196218,23.6406619385343,53.4278959810875,0.945626477541371,8.74704491725768,4.25531914893617,4.49172576832151,12.7659574468085,12.2931442080378,0,0.236406619385343,0.236406619385343,0.472813238770686
"E33018292","E01009400","E02001857",2011,767,514,119,395,10,79,52,27,157,151,0,6,0,7,67.0143415906128,15.5149934810952,51.4993481095176,1.30378096479791,10.2998696219035,6.77966101694915,3.52020860495437,20.4693611473273,19.6870925684485,0,0.782268578878748,0,0.91264667535854
"E33018293","E01009400","E02001857",2011,491,371,110,261,1,58,40,18,59,56,0,3,0,2,75.5600814663951,22.4032586558045,53.1568228105906,0.203665987780041,11.8126272912424,8.14663951120163,3.66598778004073,12.0162932790224,11.4052953156823,0,0.610997963340122,0,0.407331975560081
"E33018294","E01009400","E02001857",2011,551,418,109,309,7,34,20,14,88,81,0,6,1,4,75.8620689655172,19.7822141560799,56.0798548094374,1.27041742286751,6.17059891107078,3.62976406533575,2.54083484573503,15.9709618874773,14.7005444646098,0,1.08892921960073,0.181488203266788,0.725952813067151
"E33018295","E01009423","E02001828",2011,757,623,202,421,7,42,25,17,81,76,0,5,0,4,82.2985468956407,26.6842800528402,55.6142668428005,0.924702774108322,5.54821664464993,3.30250990752972,2.24570673712021,10.7001321003963,10.0396301188904,0,0.660501981505945,0,0.528401585204756
"E33018296","E01009424","E02001830",2011,358,277,79,198,5,23,15,8,46,44,0,2,0,7,77.3743016759776,22.0670391061453,55.3072625698324,1.39664804469274,6.42458100558659,4.18994413407821,2.23463687150838,12.8491620111732,12.2905027932961,0,0.558659217877095,0,1.95530726256983
"E33018297","E01009424","E02001830",2011,598,499,100,399,5,37,18,19,54,47,1,5,1,3,83.4448160535117,16.7224080267559,66.7224080267559,0.836120401337793,6.18729096989967,3.01003344481605,3.17725752508361,9.03010033444816,7.85953177257525,0.167224080267559,0.836120401337793,0.167224080267559,0.501672240802676
"E33018298","E01009432","E02001832",2011,694,545,149,396,7,61,43,18,79,73,1,4,1,2,78.5302593659942,21.4697406340058,57.0605187319885,1.00864553314121,8.78962536023055,6.19596541786744,2.59365994236311,11.3832853025937,10.5187319884726,0.144092219020173,0.576368876080692,0.144092219020173,0.288184438040346
"E33018299","E01009449","E02001835",2011,343,251,66,185,5,22,11,11,65,62,2,1,0,0,73.1778425655977,19.2419825072886,53.935860058309,1.45772594752187,6.41399416909621,3.2069970845481,3.2069970845481,18.9504373177843,18.0758017492711,0.583090379008746,0.291545189504373,0,0
"E33018300","E01009450","E02001838",2011,553,414,122,292,7,44,18,26,85,76,0,3,6,3,74.8643761301989,22.0614828209765,52.8028933092224,1.26582278481013,7.95660036166365,3.25497287522604,4.70162748643761,15.370705244123,13.7432188065099,0,0.54249547920434,1.08499095840868,0.54249547920434
"E33018301","E01009443","E02001847",2011,973,692,213,479,8,151,83,68,114,102,1,10,1,8,71.120246659815,21.8910585817061,49.2291880781089,0.822199383350462,15.51901336074,8.53031860226105,6.98869475847893,11.7163412127441,10.4830421377184,0.102774922918808,1.02774922918808,0.102774922918808,0.822199383350462
"E33018302","E01009443","E02001847",2011,727,568,168,400,6,72,37,35,77,66,0,10,1,4,78.1292984869326,23.1086657496561,55.0206327372765,0.825309491059147,9.90371389270977,5.08940852819807,4.81430536451169,10.5914718019257,9.07840440165062,0,1.37551581843191,0.137551581843191,0.550206327372765
"E33018303","E01009441","E02001847",2011,445,308,58,250,2,37,20,17,97,85,0,10,2,1,69.2134831460674,13.0337078651685,56.1797752808989,0.449438202247191,8.31460674157303,4.49438202247191,3.82022471910112,21.7977528089888,19.1011235955056,0,2.24719101123596,0.449438202247191,0.224719101123596
"E33018304","E01009441","E02001847",2011,1078,731,211,520,10,146,90,56,186,179,1,5,1,5,67.8107606679035,19.5732838589981,48.2374768089054,0.927643784786642,13.543599257885,8.34879406307978,5.1948051948052,17.2541743970315,16.6048237476809,0.0927643784786642,0.463821892393321,0.0927643784786642,0.463821892393321
"E33018305","E01009449","E02001835",2011,248,203,62,141,2,14,8,6,27,25,0,2,0,2,81.8548387096774,25,56.8548387096774,0.806451612903226,5.64516129032258,3.2258064516129,2.41935483870968,10.8870967741935,10.0806451612903,0,0.806451612903226,0,0.806451612903226
"E33018306","E01009449","E02001835",2011,319,217,52,165,1,17,8,9,80,74,0,3,3,4,68.025078369906,16.3009404388715,51.7241379310345,0.313479623824451,5.32915360501567,2.50783699059561,2.82131661442006,25.0783699059561,23.1974921630094,0,0.940438871473354,0.940438871473354,1.25391849529781
"E33018307","E01009449","E02001835",2011,330,229,42,187,4,37,16,21,58,53,0,5,0,2,69.3939393939394,12.7272727272727,56.6666666666667,1.21212121212121,11.2121212121212,4.84848484848485,6.36363636363636,17.5757575757576,16.0606060606061,0,1.51515151515152,0,0.606060606060606
"E33018308","E01009449","E02001835",2011,741,579,152,427,2,63,38,25,91,85,0,6,0,6,78.1376518218623,20.5128205128205,57.6248313090418,0.269905533063428,8.50202429149797,5.12820512820513,3.37381916329285,12.280701754386,11.4709851551957,0,0.809716599190283,0,0.809716599190283
"E33018309","E01009449","E02001835",2011,596,419,137,282,5,71,44,27,95,89,1,4,1,6,70.3020134228188,22.9865771812081,47.3154362416107,0.838926174496644,11.9127516778523,7.38255033557047,4.53020134228188,15.9395973154362,14.9328859060403,0.167785234899329,0.671140939597315,0.167785234899329,1.00671140939597
"E33018310","E01009449","E02001835",2011,559,434,106,328,5,33,23,10,84,80,0,3,1,3,77.6386404293381,18.9624329159213,58.6762075134168,0.894454382826476,5.90339892665474,4.11449016100179,1.78890876565295,15.0268336314848,14.3112701252236,0,0.536672629695885,0.178890876565295,0.536672629695885
"E33018311","E01009474","E02001836",2011,606,469,151,318,3,54,34,20,75,66,0,8,1,5,77.3927392739274,24.9174917491749,52.4752475247525,0.495049504950495,8.91089108910891,5.61056105610561,3.3003300330033,12.3762376237624,10.8910891089109,0,1.32013201320132,0.165016501650165,0.825082508250825
"E33018312","E01009456","E02001844",2011,315,267,83,184,3,12,10,2,31,31,0,0,0,2,84.7619047619048,26.3492063492064,58.4126984126984,0.952380952380952,3.80952380952381,3.17460317460317,0.634920634920635,9.84126984126984,9.84126984126984,0,0,0,0.634920634920635
"E33018313","E01009478","E02001874",2011,819,495,136,359,9,110,59,51,199,188,3,8,0,6,60.4395604395604,16.6056166056166,43.8339438339438,1.0989010989011,13.4310134310134,7.2039072039072,6.22710622710623,24.2979242979243,22.954822954823,0.366300366300366,0.976800976800977,0,0.732600732600733
"E33018314","E01009483","E02001877",2011,519,301,92,209,7,64,43,21,147,137,0,3,7,0,57.9961464354528,17.7263969171484,40.2697495183044,1.34874759152216,12.3314065510597,8.28516377649326,4.04624277456647,28.3236994219653,26.3969171483622,0,0.578034682080925,1.34874759152216,0
"E33019808","E01009378","E02006896",2011,405,274,102,172,6,68,36,32,56,53,0,2,1,1,67.6543209876543,25.1851851851852,42.4691358024691,1.48148148148148,16.7901234567901,8.88888888888889,7.90123456790123,13.8271604938272,13.0864197530864,0,0.493827160493827,0.246913580246914,0.246913580246914
"E33019809","E01033559","E02001875",2011,266,174,68,106,3,31,19,12,58,57,0,0,1,0,65.4135338345865,25.5639097744361,39.8496240601504,1.12781954887218,11.6541353383459,7.14285714285714,4.51127819548872,21.8045112781955,21.4285714285714,0,0,0.37593984962406,0
"E33019810","E01033559","E02001875",2011,307,238,53,185,4,23,16,7,41,34,0,7,0,1,77.5244299674267,17.2638436482085,60.2605863192182,1.30293159609121,7.49185667752443,5.21172638436482,2.28013029315961,13.3550488599349,11.0749185667752,0,2.28013029315961,0,0.325732899022801
"E33019811","E01033559","E02001875",2011,294,213,81,132,3,28,24,4,50,49,0,1,0,0,72.4489795918367,27.5510204081633,44.8979591836735,1.02040816326531,9.52380952380952,8.16326530612245,1.36054421768707,17.0068027210884,16.6666666666667,0,0.340136054421769,0,0
"E33019812","E01033559","E02001875",2011,396,297,88,209,3,36,26,10,57,52,0,5,0,3,75,22.2222222222222,52.7777777777778,0.757575757575758,9.09090909090909,6.56565656565657,2.52525252525253,14.3939393939394,13.1313131313131,0,1.26262626262626,0,0.757575757575758
"E33019813","E01033559","E02001875",2011,225,165,51,114,4,29,15,14,26,25,0,1,0,1,73.3333333333333,22.6666666666667,50.6666666666667,1.77777777777778,12.8888888888889,6.66666666666667,6.22222222222222,11.5555555555556,11.1111111111111,0,0.444444444444444,0,0.444444444444444
"E33019814","E01033559","E02001875",2011,236,160,51,109,1,20,17,3,53,44,0,8,1,2,67.7966101694915,21.6101694915254,46.1864406779661,0.423728813559322,8.47457627118644,7.20338983050847,1.27118644067797,22.4576271186441,18.6440677966102,0,3.38983050847458,0.423728813559322,0.847457627118644
"E33019815","E01033559","E02001875",2011,208,160,61,99,1,17,11,6,29,23,1,2,3,1,76.9230769230769,29.3269230769231,47.5961538461538,0.480769230769231,8.17307692307692,5.28846153846154,2.88461538461538,13.9423076923077,11.0576923076923,0.480769230769231,0.961538461538462,1.44230769230769,0.480769230769231
"E33019816","E01033559","E02001875",2011,224,169,80,89,2,35,15,20,18,18,0,0,0,0,75.4464285714286,35.7142857142857,39.7321428571429,0.892857142857143,15.625,6.69642857142857,8.92857142857143,8.03571428571429,8.03571428571429,0,0,0,0
"E33019817","E01033559","E02001875",2011,306,210,77,133,2,37,18,19,57,55,0,2,0,0,68.6274509803922,25.1633986928105,43.4640522875817,0.65359477124183,12.0915032679739,5.88235294117647,6.20915032679739,18.6274509803922,17.9738562091503,0,0.65359477124183,0,0
"E33019818","E01033559","E02001875",2011,439,339,102,237,0,41,30,11,59,53,0,5,1,0,77.2209567198178,23.2346241457859,53.9863325740319,0,9.33940774487472,6.83371298405467,2.50569476082005,13.4396355353075,12.0728929384966,0,1.13895216400911,0.227790432801822,0
"E33019819","E01033561","E02001876",2011,239,172,61,111,2,22,10,12,40,38,0,2,0,3,71.9665271966527,25.5230125523013,46.4435146443515,0.836820083682008,9.20502092050209,4.18410041841004,5.02092050209205,16.7364016736402,15.8995815899582,0,0.836820083682008,0,1.25523012552301
"E33019820","E01033561","E02001876",2011,595,438,134,304,4,42,27,15,107,94,1,11,1,4,73.6134453781513,22.5210084033613,51.0924369747899,0.672268907563025,7.05882352941176,4.53781512605042,2.52100840336134,17.9831932773109,15.7983193277311,0.168067226890756,1.84873949579832,0.168067226890756,0.672268907563025
"E33019821","E01033561","E02001876",2011,236,163,55,108,2,36,15,21,33,30,0,3,0,2,69.0677966101695,23.3050847457627,45.7627118644068,0.847457627118644,15.2542372881356,6.35593220338983,8.89830508474576,13.9830508474576,12.7118644067797,0,1.27118644067797,0,0.847457627118644
"E33019822","E01033561","E02001876",2011,407,276,73,203,0,50,35,15,76,72,0,4,0,5,67.8132678132678,17.9361179361179,49.8771498771499,0,12.2850122850123,8.5995085995086,3.68550368550369,18.6732186732187,17.6904176904177,0,0.982800982800983,0,1.22850122850123
"E33019823","E01033561","E02001876",2011,1371,795,220,575,12,154,76,78,405,383,0,19,3,5,57.9868708971554,16.0466812545587,41.9401896425966,0.87527352297593,11.2326768781911,5.54339897884756,5.68927789934355,29.5404814004376,27.9358132749818,0,1.38584974471189,0.218818380743982,0.364697301239971
"E33019824","E01033561","E02001876",2011,842,513,137,376,5,123,76,47,190,182,4,3,1,11,60.9263657957245,16.270783847981,44.6555819477435,0.593824228028504,14.6080760095012,9.02612826603325,5.58194774346793,22.5653206650831,21.6152019002375,0.475059382422803,0.356294536817102,0.118764845605701,1.30641330166271
"E33019825","E01033562","E02001913",2011,237,157,34,123,1,31,22,9,47,41,1,4,1,1,66.2447257383966,14.3459915611814,51.8987341772152,0.421940928270042,13.0801687763713,9.28270042194093,3.79746835443038,19.831223628692,17.2995780590717,0.421940928270042,1.68776371308017,0.421940928270042,0.421940928270042
"E33019826","E01033562","E02001913",2011,456,316,71,245,12,44,25,19,83,81,0,2,0,1,69.2982456140351,15.5701754385965,53.7280701754386,2.63157894736842,9.64912280701754,5.48245614035088,4.16666666666667,18.2017543859649,17.7631578947368,0,0.43859649122807,0,0.219298245614035
"E33019827","E01033562","E02001913",2011,1613,1123,222,901,29,169,102,67,277,254,9,9,5,15,69.6218226906386,13.7631742095474,55.8586484810911,1.79789212647241,10.4773713577185,6.32362058276503,4.1537507749535,17.1729696218227,15.7470551766894,0.557966522008679,0.557966522008679,0.309981401115933,0.929944203347799
"E33019828","E01033562","E02001913",2011,1678,1278,315,963,17,143,82,61,230,222,0,5,3,10,76.1620977353993,18.7723480333731,57.3897497020262,1.01311084624553,8.52205005959476,4.88676996424315,3.63528009535161,13.7067938021454,13.2300357568534,0,0.297973778307509,0.178784266984505,0.595947556615018
"E33019829","E01033562","E02001913",2011,4368,3072,796,2276,50,411,233,178,808,733,16,42,17,27,70.3296703296703,18.2234432234432,52.1062271062271,1.14468864468864,9.40934065934066,5.33424908424908,4.07509157509157,18.4981684981685,16.7811355311355,0.366300366300366,0.961538461538462,0.389194139194139,0.618131868131868
"E33019830","E01033616","E02006896",2011,315,192,53,139,1,37,16,21,79,72,2,4,1,6,60.952380952381,16.8253968253968,44.1269841269841,0.317460317460317,11.7460317460317,5.07936507936508,6.66666666666667,25.0793650793651,22.8571428571429,0.634920634920635,1.26984126984127,0.317460317460317,1.9047619047619
"E33019831","E01033615","E02006896",2011,292,185,39,146,4,18,8,10,77,70,2,5,0,8,63.3561643835616,13.3561643835616,50,1.36986301369863,6.16438356164384,2.73972602739726,3.42465753424658,26.3698630136986,23.972602739726,0.684931506849315,1.71232876712329,0,2.73972602739726
"E33019832","E01033615","E02006896",2011,308,172,54,118,0,37,22,15,95,85,1,7,2,4,55.8441558441558,17.5324675324675,38.3116883116883,0,12.012987012987,7.14285714285714,4.87012987012987,30.8441558441558,27.5974025974026,0.324675324675325,2.27272727272727,0.649350649350649,1.2987012987013
"E33019833","E01033615","E02006896",2011,1342,813,228,585,14,199,106,93,299,272,1,22,4,17,60.5812220566319,16.9895678092399,43.591654247392,1.04321907600596,14.8286140089419,7.89865871833085,6.92995529061103,22.2801788375559,20.2682563338301,0.0745156482861401,1.63934426229508,0.29806259314456,1.26676602086438
"E33019834","E01033615","E02006896",2011,818,471,130,341,11,105,52,53,228,213,2,11,2,3,57.5794621026895,15.8924205378973,41.6870415647922,1.34474327628362,12.8361858190709,6.35696821515892,6.47921760391198,27.8728606356968,26.039119804401,0.244498777506112,1.34474327628362,0.244498777506112,0.366748166259169
"E33019835","E01033615","E02006896",2011,1259,942,232,710,10,71,35,36,230,212,4,12,2,6,74.8212867355044,18.4273232724384,56.3939634630659,0.79428117553614,5.63939634630659,2.77998411437649,2.8594122319301,18.2684670373312,16.8387609213662,0.317712470214456,0.953137410643368,0.158856235107228,0.476568705321684
"E33019836","E01033615","E02006896",2011,391,302,58,244,6,26,13,13,57,54,1,1,1,0,77.2378516624041,14.8337595907928,62.4040920716113,1.53452685421995,6.64961636828645,3.32480818414322,3.32480818414322,14.5780051150895,13.8107416879795,0.255754475703325,0.255754475703325,0.255754475703325,0
"E33019837","E01033615","E02006896",2011,286,195,58,137,3,35,23,12,53,49,0,1,3,0,68.1818181818182,20.2797202797203,47.9020979020979,1.04895104895105,12.2377622377622,8.04195804195804,4.1958041958042,18.5314685314685,17.1328671328671,0,0.34965034965035,1.04895104895105,0
"E33019838","E01033615","E02006896",2011,317,195,50,145,2,42,19,23,75,71,0,4,0,3,61.5141955835962,15.7728706624606,45.7413249211356,0.630914826498423,13.2492113564669,5.99369085173502,7.25552050473186,23.6593059936909,22.397476340694,0,1.26182965299685,0,0.946372239747634
"E33019839","E01033615","E02006896",2011,1903,1034,304,730,19,281,160,121,560,537,1,18,4,9,54.3352601156069,15.9747766684183,38.3604834471886,0.998423541776143,14.7661586967945,8.40777719390436,6.35838150289017,29.4272201786653,28.2186022070415,0.0525486074619023,0.945874934314241,0.210194429847609,0.47293746715712
"E33019840","E01033615","E02006896",2011,247,128,41,87,3,41,28,13,73,70,0,2,1,2,51.8218623481781,16.5991902834008,35.2226720647773,1.21457489878543,16.5991902834008,11.336032388664,5.26315789473684,29.5546558704453,28.3400809716599,0,0.809716599190283,0.404858299595142,0.809716599190283
"E33019841","E01033615","E02006896",2011,825,634,164,470,5,67,36,31,113,99,0,11,3,6,76.8484848484848,19.8787878787879,56.969696969697,0.606060606060606,8.12121212121212,4.36363636363636,3.75757575757576,13.6969696969697,12,0,1.33333333333333,0.363636363636364,0.727272727272727
"E33019842","E01033615","E02006896",2011,319,172,48,124,3,60,34,26,78,73,0,5,0,6,53.9184952978056,15.0470219435737,38.871473354232,0.940438871473354,18.8087774294671,10.6583072100313,8.15047021943574,24.4514106583072,22.884012539185,0,1.56739811912226,0,1.88087774294671
"E33019843","E01033615","E02006896",2011,334,243,87,156,3,45,25,20,42,39,0,1,2,1,72.7544910179641,26.0479041916168,46.7065868263473,0.898203592814371,13.4730538922156,7.48502994011976,5.98802395209581,12.5748502994012,11.6766467065868,0,0.29940119760479,0.598802395209581,0.29940119760479
"E33019844","E01033557","E02006895",2011,896,657,163,494,14,61,32,29,161,153,2,6,0,3,73.3258928571429,18.1919642857143,55.1339285714286,1.5625,6.80803571428571,3.57142857142857,3.23660714285714,17.96875,17.0758928571429,0.223214285714286,0.669642857142857,0,0.334821428571429
"E33019845","E01033617","E02001876",2011,598,470,123,347,5,37,25,12,79,75,0,4,0,7,78.5953177257525,20.5685618729097,58.0267558528428,0.836120401337793,6.18729096989967,4.18060200668896,2.0066889632107,13.2107023411371,12.5418060200669,0,0.668896321070234,0,1.17056856187291
"E33019846","E01033617","E02001876",2011,348,287,80,207,4,18,13,5,39,38,0,1,0,0,82.4712643678161,22.9885057471264,59.4827586206897,1.14942528735632,5.17241379310345,3.73563218390805,1.4367816091954,11.2068965517241,10.9195402298851,0,0.28735632183908,0,0
"E33019847","E01033617","E02001876",2011,894,659,156,503,7,69,45,24,154,143,1,9,1,5,73.7136465324385,17.4496644295302,56.2639821029083,0.782997762863535,7.71812080536913,5.03355704697987,2.68456375838926,17.2259507829978,15.9955257270694,0.111856823266219,1.00671140939597,0.111856823266219,0.559284116331096
"E33019848","E01033617","E02001876",2011,204,144,54,90,2,21,16,5,32,32,0,0,0,5,70.5882352941177,26.4705882352941,44.1176470588235,0.980392156862745,10.2941176470588,7.84313725490196,2.45098039215686,15.6862745098039,15.6862745098039,0,0,0,2.45098039215686
