"wz11cd","lsoa11cd","msoa11cd","date","Social Grade: All categories: Approximated social grade; measures: Value","Social Grade: AB Higher and intermediate managerial/administrative/professional occupations; measures: Value","Social Grade: C1 Supervisory, clerical and junior managerial/administrative/professional occupations; measures: Value","Social Grade: C2 Skilled manual occupations; measures: Value","Social Grade: DE Semi-skilled and unskilled manual occupations; unemployed and lowest grade occupations; measures: Value"
"E33020177","E01033617","E02001876",2011,744,204,336,100,104
"E33020177","E01008914","E02001876",2011,744,204,336,100,104
"E33020178","E01008914","E02001876",2011,306,60,80,82,84
"E33020179","E01033561","E02001876",2011,988,251,486,120,131
"E33020180","E01008914","E02001876",2011,1054,298,399,168,189
"E33020181","E01009194","E02001877",2011,389,80,82,92,135
"E33020182","E01009489","E02001877",2011,489,67,152,116,154
"E33020183","E01009194","E02001877",2011,267,39,61,59,108
"E33020183","E01009491","E02001877",2011,267,39,61,59,108
"E33020184","E01009483","E02001877",2011,279,47,60,45,127
"E33020184","E01009489","E02001877",2011,279,47,60,45,127
"E33020185","E01009488","E02001877",2011,301,49,79,53,120
"E33020185","E01009491","E02001877",2011,301,49,79,53,120
"E33020186","E01009199","E02001878",2011,630,96,195,201,138
"E33020187","E01009192","E02001878",2011,310,43,69,92,106
"E33020188","E01033644","E02001878",2011,460,65,113,97,185
"E33020189","E01009192","E02001878",2011,265,34,59,29,143
"E33020189","E01033644","E02001878",2011,265,34,59,29,143
"E33020190","E01009204","E02001878",2011,468,109,141,91,127
"E33020191","E01009346","E02001879",2011,426,65,109,71,181
"E33020191","E01009345","E02001879",2011,426,65,109,71,181
"E33020192","E01009345","E02001879",2011,553,101,231,85,136
"E33020193","E01009153","E02001879",2011,373,53,104,95,121
"E33020194","E01009152","E02001879",2011,412,102,96,99,115
"E33020194","E01009153","E02001879",2011,412,102,96,99,115
"E33020195","E01009152","E02001879",2011,354,32,65,58,199
"E33020195","E01009151","E02001879",2011,354,32,65,58,199
"E33020196","E01009311","E02001880",2011,283,26,80,89,88
"E33020196","E01009298","E02001880",2011,283,26,80,89,88
"E33020196","E01009094","E02001880",2011,283,26,80,89,88
"E33020196","E01009093","E02001880",2011,283,26,80,89,88
"E33020197","E01009092","E02001880",2011,323,54,82,96,91
"E33020197","E01009094","E02001880",2011,323,54,82,96,91
"E33020197","E01009093","E02001880",2011,323,54,82,96,91
"E33020198","E01009511","E02001880",2011,521,104,118,186,113
"E33020198","E01009298","E02001880",2011,521,104,118,186,113
"E33020199","E01009477","E02001881",2011,312,45,87,52,128
"E33020199","E01009492","E02001881",2011,312,45,87,52,128
"E33020199","E01009475","E02001881",2011,312,45,87,52,128
"E33020200","E01009476","E02001881",2011,534,132,150,123,129
"E33020201","E01009490","E02001881",2011,413,131,91,73,118
"E33020202","E01009476","E02001881",2011,391,68,82,95,146
"E33020202","E01009475","E02001881",2011,391,68,82,95,146
"E33020202","E01009477","E02001881",2011,391,68,82,95,146
"E33020203","E01009095","E02001882",2011,554,49,126,159,220
"E33020204","E01009508","E02001882",2011,612,61,359,85,107
"E33020204","E01009510","E02001882",2011,612,61,359,85,107
"E33020204","E01009509","E02001882",2011,612,61,359,85,107
"E33020205","E01009507","E02001882",2011,371,61,89,87,134
"E33020205","E01009509","E02001882",2011,371,61,89,87,134
"E33020206","E01009507","E02001882",2011,582,74,112,139,257
"E33020206","E01009095","E02001882",2011,582,74,112,139,257
"E33020207","E01009510","E02001882",2011,267,37,69,80,81
"E33020207","E01009509","E02001882",2011,267,37,69,80,81
"E33020208","E01009300","E02001883",2011,479,63,124,141,151
"E33020209","E01009301","E02001883",2011,326,69,79,101,77
"E33020209","E01009300","E02001883",2011,326,69,79,101,77
"E33020209","E01009297","E02001883",2011,326,69,79,101,77
"E33020209","E01009303","E02001883",2011,326,69,79,101,77
"E33020210","E01009297","E02001883",2011,333,89,64,85,95
"E33020210","E01009300","E02001883",2011,333,89,64,85,95
"E33020211","E01009299","E02001883",2011,312,62,62,99,89
"E33020211","E01009303","E02001883",2011,312,62,62,99,89
"E33020212","E01009301","E02001883",2011,339,39,93,112,95
"E33020212","E01009303","E02001883",2011,339,39,93,112,95
"E33020213","E01009195","E02001884",2011,663,126,167,149,221
"E33020213","E01009197","E02001884",2011,663,126,167,149,221
"E33020214","E01009198","E02001884",2011,257,36,55,63,103
"E33020215","E01033649","E02001884",2011,831,253,197,144,237
"E33020215","E01033647","E02001884",2011,831,253,197,144,237
"E33020216","E01009140","E02001886",2011,287,74,91,45,77
"E33020216","E01009145","E02001886",2011,287,74,91,45,77
"E33020217","E01009147","E02001886",2011,314,78,105,64,67
"E33020217","E01009139","E02001886",2011,314,78,105,64,67
"E33020217","E01009138","E02001886",2011,314,78,105,64,67
"E33020218","E01009145","E02001886",2011,234,52,94,42,46
"E33020218","E01009147","E02001886",2011,234,52,94,42,46
"E33020219","E01009147","E02001886",2011,337,125,87,74,51
"E33020219","E01009138","E02001886",2011,337,125,87,74,51
"E33020220","E01009138","E02001886",2011,452,65,124,121,142
"E33020220","E01009139","E02001886",2011,452,65,124,121,142
"E33020221","E01009140","E02001886",2011,226,54,62,52,58
"E33020222","E01009140","E02001886",2011,485,108,213,95,69
"E33020223","E01009517","E02001888",2011,327,43,101,98,85
"E33020223","E01009512","E02001888",2011,327,43,101,98,85
"E33020224","E01009517","E02001888",2011,423,136,100,107,80
"E33020224","E01009516","E02001888",2011,423,136,100,107,80
"E33020224","E01009514","E02001888",2011,423,136,100,107,80
"E33020225","E01009516","E02001888",2011,392,49,97,131,115
"E33020225","E01009514","E02001888",2011,392,49,97,131,115
"E33020226","E01033642","E02001889",2011,738,124,186,169,259
"E33020226","E01009325","E02001889",2011,738,124,186,169,259
"E33020226","E01009343","E02001889",2011,738,124,186,169,259
"E33020226","E01009342","E02001889",2011,738,124,186,169,259
"E33020227","E01009343","E02001889",2011,350,56,69,93,132
"E33020227","E01009342","E02001889",2011,350,56,69,93,132
"E33020228","E01008990","E02001890",2011,1016,422,363,121,110
"E33020228","E01008991","E02001890",2011,1016,422,363,121,110
"E33020228","E01008988","E02001890",2011,1016,422,363,121,110
"E33020229","E01008989","E02001890",2011,376,95,131,72,78
"E33020229","E01008991","E02001890",2011,376,95,131,72,78
"E33020230","E01008990","E02001890",2011,1192,498,388,181,125
"E33020231","E01008987","E02001890",2011,387,101,148,55,83
"E33020231","E01008988","E02001890",2011,387,101,148,55,83
"E33020232","E01008988","E02001890",2011,393,156,107,77,53
"E33020232","E01008986","E02001890",2011,393,156,107,77,53
"E33020233","E01008987","E02001890",2011,248,40,83,66,59
"E33020234","E01008989","E02001890",2011,324,69,98,80,77
"E33020234","E01008986","E02001890",2011,324,69,98,80,77
"E33020235","E01009326","E02001892",2011,572,168,109,144,151
"E33020235","E01008898","E02001892",2011,572,168,109,144,151
"E33020236","E01009513","E02001892",2011,284,56,67,73,88
"E33020237","E01008896","E02001892",2011,316,43,110,69,94
"E33020237","E01009513","E02001892",2011,316,43,110,69,94
"E33020237","E01009341","E02001892",2011,316,43,110,69,94
"E33020238","E01008882","E02001892",2011,371,77,107,81,106
"E33020238","E01008898","E02001892",2011,371,77,107,81,106
"E33020239","E01009515","E02001893",2011,247,42,75,77,53
"E33020239","E01009518","E02001893",2011,247,42,75,77,53
"E33020240","E01008881","E02001893",2011,390,50,99,119,122
"E33020240","E01008897","E02001893",2011,390,50,99,119,122
"E33020241","E01008881","E02001893",2011,307,75,66,79,87
"E33020242","E01009521","E02001893",2011,520,73,165,153,129
"E33020242","E01009518","E02001893",2011,520,73,165,153,129
"E33020243","E01009323","E02001895",2011,344,80,82,105,77
"E33020243","E01009322","E02001895",2011,344,80,82,105,77
"E33020243","E01009321","E02001895",2011,344,80,82,105,77
"E33020244","E01009302","E02001895",2011,361,58,114,93,96
"E33020245","E01009314","E02001895",2011,532,68,135,171,158
"E33020245","E01009323","E02001895",2011,532,68,135,171,158
"E33020245","E01009322","E02001895",2011,532,68,135,171,158
"E33020246","E01009338","E02001896",2011,405,93,74,106,132
"E33020246","E01009337","E02001896",2011,405,93,74,106,132
"E33020247","E01009380","E02001896",2011,326,47,66,41,172
"E33020248","E01009334","E02001896",2011,458,103,97,89,169
"E33020248","E01009337","E02001896",2011,458,103,97,89,169
"E33020248","E01009329","E02001896",2011,458,103,97,89,169
"E33020249","E01009362","E02001897",2011,364,108,122,65,69
"E33020250","E01009365","E02001897",2011,619,92,182,173,172
"E33020250","E01009364","E02001897",2011,619,92,182,173,172
"E33020251","E01009365","E02001897",2011,458,116,132,93,117
"E33020252","E01009363","E02001897",2011,463,72,144,108,139
"E33020253","E01009379","E02001897",2011,213,63,35,37,78
"E33020254","E01009363","E02001897",2011,223,57,53,57,56
"E33020254","E01009379","E02001897",2011,223,57,53,57,56
"E33020255","E01009362","E02001897",2011,486,100,143,115,128
"E33020255","E01009364","E02001897",2011,486,100,143,115,128
"E33020256","E01009312","E02001898",2011,327,56,96,103,72
"E33020256","E01009324","E02001898",2011,327,56,96,103,72
"E33020257","E01009312","E02001898",2011,373,63,93,149,68
"E33020257","E01009520","E02001898",2011,373,63,93,149,68
"E33020257","E01009519","E02001898",2011,373,63,93,149,68
"E33020258","E01009260","E02001899",2011,479,138,132,105,104
"E33020258","E01009252","E02001899",2011,479,138,132,105,104
"E33020259","E01009066","E02001899",2011,579,262,147,77,93
"E33020260","E01009260","E02001899",2011,671,324,214,75,58
"E33020260","E01009252","E02001899",2011,671,324,214,75,58
"E33020261","E01009261","E02001899",2011,267,67,91,71,38
"E33020262","E01009252","E02001899",2011,593,155,158,177,103
"E33020262","E01009070","E02001899",2011,593,155,158,177,103
"E33020263","E01008994","E02001900",2011,415,145,148,61,61
"E33020263","E01008997","E02001900",2011,415,145,148,61,61
"E33020264","E01008994","E02001900",2011,629,243,207,95,84
"E33020265","E01008996","E02001900",2011,377,84,113,90,90
"E33020265","E01008984","E02001900",2011,377,84,113,90,90
"E33020266","E01009072","E02001901",2011,383,134,119,64,66
"E33020267","E01009068","E02001901",2011,400,122,157,63,58
"E33020267","E01009067","E02001901",2011,400,122,157,63,58
"E33020268","E01009065","E02001901",2011,404,96,252,37,19
"E33020268","E01009067","E02001901",2011,404,96,252,37,19
"E33020268","E01009069","E02001901",2011,404,96,252,37,19
"E33020269","E01009069","E02001901",2011,306,95,118,47,46
"E33020270","E01009068","E02001901",2011,576,134,183,120,139
"E33020270","E01009069","E02001901",2011,576,134,183,120,139
"E33020271","E01009065","E02001901",2011,256,74,96,48,38
"E33020272","E01009068","E02001901",2011,357,107,108,63,79
"E33020273","E01008886","E02001902",2011,503,88,156,158,101
"E33020273","E01008885","E02001902",2011,503,88,156,158,101
"E33020273","E01008888","E02001902",2011,503,88,156,158,101
"E33020274","E01008886","E02001902",2011,268,37,107,57,67
"E33020274","E01008885","E02001902",2011,268,37,107,57,67
"E33020275","E01009313","E02001902",2011,322,67,85,105,65
"E33020276","E01009368","E02001903",2011,393,104,110,68,111
"E33020276","E01009371","E02001903",2011,393,104,110,68,111
"E33020277","E01009368","E02001903",2011,294,52,56,70,116
"E33020277","E01033650","E02001903",2011,294,52,56,70,116
"E33020278","E01033650","E02001903",2011,408,76,108,102,122
"E33020279","E01009397","E02001903",2011,534,101,162,85,186
"E33020280","E01009371","E02001903",2011,275,36,51,90,98
"E33020281","E01008883","E02001904",2011,276,40,74,63,99
"E33020281","E01008884","E02001904",2011,276,40,74,63,99
"E33020282","E01008884","E02001904",2011,316,45,122,76,73
"E33020283","E01008889","E02001904",2011,389,62,103,104,120
"E33020284","E01008883","E02001904",2011,606,85,151,148,222
"E33020284","E01008887","E02001904",2011,606,85,151,148,222
"E33020285","E01008887","E02001904",2011,354,64,128,91,71
"E33020286","E01008992","E02001905",2011,408,180,87,88,53
"E33020287","E01009283","E02001905",2011,295,73,108,55,59
"E33020288","E01008992","E02001905",2011,378,141,141,50,46
"E33020288","E01033631","E02001905",2011,378,141,141,50,46
"E33020289","E01033631","E02001905",2011,636,217,187,110,122
"E33020290","E01008982","E02001905",2011,979,214,423,172,170
"E33020291","E01009249","E02001906",2011,258,49,63,77,69
"E33020291","E01009251","E02001906",2011,258,49,63,77,69
"E33020292","E01009250","E02001906",2011,284,90,92,61,41
"E33020293","E01009249","E02001906",2011,270,39,115,75,41
"E33020293","E01009257","E02001906",2011,270,39,115,75,41
"E33020294","E01009253","E02001906",2011,411,116,93,72,130
"E33020294","E01009250","E02001906",2011,411,116,93,72,130
"E33020295","E01009253","E02001906",2011,346,80,93,96,77
"E33020295","E01009251","E02001906",2011,346,80,93,96,77
"E33020296","E01009255","E02001906",2011,276,60,58,85,73
"E33020296","E01009257","E02001906",2011,276,60,58,85,73
"E33020297","E01009315","E02001907",2011,631,145,200,158,128
"E33020297","E01009317","E02001907",2011,631,145,200,158,128
"E33020297","E01009318","E02001907",2011,631,145,200,158,128
"E33020298","E01009316","E02001907",2011,549,166,154,126,103
"E33020298","E01009315","E02001907",2011,549,166,154,126,103
"E33020299","E01009319","E02001907",2011,379,81,110,120,68
"E33020299","E01009320","E02001907",2011,379,81,110,120,68
"E33020299","E01009315","E02001907",2011,379,81,110,120,68
"E33020300","E01009319","E02001907",2011,346,95,117,94,40
"E33020300","E01009320","E02001907",2011,346,95,117,94,40
"E33020300","E01009318","E02001907",2011,346,95,117,94,40
"E33020301","E01033643","E02001908",2011,359,77,93,80,109
"E33020302","E01009373","E02001908",2011,420,73,84,114,149
"E33020302","E01009372","E02001908",2011,420,73,84,114,149
"E33020302","E01033643","E02001908",2011,420,73,84,114,149
"E33020303","E01009396","E02001908",2011,223,38,61,34,90
"E33020304","E01009396","E02001908",2011,428,67,142,88,131
"E33020305","E01009383","E02001909",2011,444,99,123,74,148
"E33020305","E01009399","E02001909",2011,444,99,123,74,148
"E33020306","E01009377","E02001909",2011,305,64,82,49,110
"E33020306","E01009375","E02001909",2011,305,64,82,49,110
"E33020307","E01009367","E02001909",2011,384,49,109,85,141
"E33020307","E01009375","E02001909",2011,384,49,109,85,141
"E33020308","E01009377","E02001909",2011,447,87,123,89,148
"E33020308","E01009375","E02001909",2011,447,87,123,89,148
"E33020309","E01033648","E02001910",2011,512,78,128,133,173
"E33020309","E01009376","E02001910",2011,512,78,128,133,173
"E33020310","E01009374","E02001910",2011,554,110,162,110,172
"E33020310","E01009366","E02001910",2011,554,110,162,110,172
"E33020310","E01009376","E02001910",2011,554,110,162,110,172
"E33020311","E01009376","E02001910",2011,260,96,55,54,55
"E33020312","E01009254","E02001911",2011,291,53,71,73,94
"E33020312","E01009256","E02001911",2011,291,53,71,73,94
"E33020313","E01009256","E02001911",2011,300,70,82,86,62
"E33020313","E01009254","E02001911",2011,300,70,82,86,62
"E33020313","E01009258","E02001911",2011,300,70,82,86,62
"E33020314","E01009073","E02001911",2011,361,77,99,102,83
"E33020314","E01009074","E02001911",2011,361,77,99,102,83
"E33020314","E01009258","E02001911",2011,361,77,99,102,83
"E33020315","E01033562","E02001913",2011,345,77,106,81,81
"E33020315","E01009078","E02001913",2011,345,77,106,81,81
"E33020316","E01009071","E02001913",2011,321,82,92,77,70
"E33020317","E01033562","E02001913",2011,274,89,105,37,43
"E33020317","E01009071","E02001913",2011,274,89,105,37,43
"E33020317","E01009075","E02001913",2011,274,89,105,37,43
"E33020318","E01009186","E02001914",2011,251,100,76,42,33
"E33020318","E01009183","E02001914",2011,251,100,76,42,33
"E33020319","E01033645","E02001914",2011,481,113,177,80,111
"E33020319","E01009183","E02001914",2011,481,113,177,80,111
"E33020320","E01009183","E02001914",2011,272,97,111,35,29
"E33020320","E01009186","E02001914",2011,272,97,111,35,29
"E33020321","E01033645","E02001914",2011,427,68,100,79,180
"E33020322","E01008893","E02001915",2011,374,63,145,89,77
"E33020322","E01008894","E02001915",2011,374,63,145,89,77
"E33020323","E01008890","E02001915",2011,304,35,67,94,108
"E33020323","E01008892","E02001915",2011,304,35,67,94,108
"E33020324","E01008892","E02001915",2011,414,76,91,140,107
"E33020324","E01008890","E02001915",2011,414,76,91,140,107
"E33020324","E01008893","E02001915",2011,414,76,91,140,107
"E33020325","E01008891","E02001915",2011,369,71,106,126,66
"E33020325","E01008895","E02001915",2011,369,71,106,126,66
"E33020326","E01008891","E02001915",2011,304,66,78,89,71
"E33020326","E01008893","E02001915",2011,304,66,78,89,71
"E33020326","E01008890","E02001915",2011,304,66,78,89,71
"E33020327","E01008894","E02001915",2011,734,105,243,171,215
"E33020327","E01009015","E02001915",2011,734,105,243,171,215
"E33020328","E01008894","E02001915",2011,366,47,84,60,175
"E33020328","E01008895","E02001915",2011,366,47,84,60,175
"E33020328","E01009015","E02001915",2011,366,47,84,60,175
"E33020329","E01008894","E02001915",2011,518,83,162,124,149
"E33020330","E01009029","E02001916",2011,438,97,130,113,98
"E33020330","E01009018","E02001916",2011,438,97,130,113,98
"E33020331","E01009014","E02001916",2011,501,102,146,111,142
"E33020332","E01009018","E02001916",2011,240,44,83,47,66
"E33020333","E01009026","E02001916",2011,335,30,85,103,117
"E33020333","E01009028","E02001916",2011,335,30,85,103,117
"E33020334","E01009028","E02001916",2011,529,53,73,249,154
"E33020334","E01009029","E02001916",2011,529,53,73,249,154
"E33020335","E01009385","E02001918",2011,219,55,73,38,53
"E33020336","E01009182","E02001918",2011,423,132,144,73,74
"E33020336","E01009184","E02001918",2011,423,132,144,73,74
"E33020337","E01009187","E02001918",2011,277,111,89,40,37
"E33020337","E01009188","E02001918",2011,277,111,89,40,37
"E33020338","E01009384","E02001918",2011,262,84,78,45,55
"E33020339","E01009182","E02001918",2011,254,62,96,40,56
"E33020340","E01009384","E02001918",2011,409,81,157,57,114
"E33020340","E01009385","E02001918",2011,409,81,157,57,114
"E33020341","E01009188","E02001918",2011,474,163,109,118,84
"E33020341","E01009184","E02001918",2011,474,163,109,118,84
"E33020341","E01009187","E02001918",2011,474,163,109,118,84
"E33020342","E01009184","E02001918",2011,224,79,72,37,36
"E33020342","E01009187","E02001918",2011,224,79,72,37,36
"E33020343","E01009389","E02001919",2011,328,90,98,56,84
"E33020343","E01009394","E02001919",2011,328,90,98,56,84
"E33020343","E01009390","E02001919",2011,328,90,98,56,84
"E33020343","E01009185","E02001919",2011,328,90,98,56,84
"E33020344","E01009185","E02001919",2011,442,122,137,87,96
"E33020344","E01009390","E02001919",2011,442,122,137,87,96
"E33020345","E01008920","E02001920",2011,335,100,72,96,67
"E33020345","E01008918","E02001920",2011,335,100,72,96,67
"E33020346","E01008920","E02001920",2011,809,264,247,164,134
"E33020346","E01008931","E02001920",2011,809,264,247,164,134
"E33020346","E01008918","E02001920",2011,809,264,247,164,134
"E33020347","E01008921","E02001920",2011,458,84,140,134,100
"E33020348","E01009259","E02001920",2011,273,41,81,80,71
"E33020348","E01008918","E02001920",2011,273,41,81,80,71
"E33020348","E01008931","E02001920",2011,273,41,81,80,71
"E33020349","E01009259","E02001920",2011,1015,430,388,119,78
"E33020350","E01009500","E02001921",2011,234,53,64,58,59
"E33020350","E01009064","E02001921",2011,234,53,64,58,59
"E33020351","E01008919","E02001921",2011,412,106,126,87,93
"E33020352","E01009077","E02001921",2011,393,64,114,111,104
"E33020352","E01009064","E02001921",2011,393,64,114,111,104
"E33020352","E01009291","E02001921",2011,393,64,114,111,104
"E33020353","E01009290","E02001922",2011,387,90,166,81,50
"E33020353","E01009286","E02001922",2011,387,90,166,81,50
"E33020354","E01033634","E02001922",2011,348,45,178,58,67
"E33020354","E01009286","E02001922",2011,348,45,178,58,67
"E33020355","E01009289","E02001922",2011,250,55,113,39,43
"E33020355","E01033634","E02001922",2011,250,55,113,39,43
"E33020356","E01009284","E02001922",2011,713,119,299,165,130
"E33020356","E01009290","E02001922",2011,713,119,299,165,130
"E33020356","E01009289","E02001922",2011,713,119,299,165,130
"E33020357","E01009284","E02001922",2011,838,129,335,144,230
"E33020358","E01033634","E02001922",2011,299,50,154,39,56
"E33020358","E01009289","E02001922",2011,299,50,154,39,56
"E33020359","E01009044","E02001923",2011,291,39,63,79,110
"E33020359","E01009045","E02001923",2011,291,39,63,79,110
"E33020360","E01009017","E02001923",2011,424,81,107,103,133
"E33020360","E01009043","E02001923",2011,424,81,107,103,133
"E33020361","E01009045","E02001923",2011,571,117,198,122,134
"E33020361","E01009043","E02001923",2011,571,117,198,122,134
"E33020362","E01009046","E02001923",2011,556,232,113,121,90
"E33020362","E01009045","E02001923",2011,556,232,113,121,90
"E33020362","E01009043","E02001923",2011,556,232,113,121,90
"E33020363","E01009395","E02001923",2011,490,166,107,96,121
"E33020363","E01009045","E02001923",2011,490,166,107,96,121
"E33020364","E01009046","E02001923",2011,379,127,85,83,84
"E33020365","E01009022","E02001924",2011,397,76,132,95,94
"E33020365","E01009030","E02001924",2011,397,76,132,95,94
"E33020365","E01009023","E02001924",2011,397,76,132,95,94
"E33020366","E01009016","E02001924",2011,265,69,60,55,81
"E33020366","E01009022","E02001924",2011,265,69,60,55,81
"E33020367","E01009016","E02001924",2011,253,61,68,60,64
"E33020368","E01009022","E02001924",2011,426,155,99,95,77
"E33020368","E01009023","E02001924",2011,426,155,99,95,77
"E33020369","E01009294","E02001925",2011,325,91,115,80,39
"E33020369","E01009295","E02001925",2011,325,91,115,80,39
"E33020369","E01009292","E02001925",2011,325,91,115,80,39
"E33020370","E01009281","E02001925",2011,467,107,154,112,94
"E33020371","E01009294","E02001925",2011,304,92,137,45,30
"E33020372","E01009295","E02001925",2011,264,64,74,56,70
"E33020373","E01009280","E02001926",2011,565,257,166,89,53
"E33020373","E01009282","E02001926",2011,565,257,166,89,53
"E33020374","E01009293","E02001926",2011,274,97,82,49,46
"E33020374","E01009282","E02001926",2011,274,97,82,49,46
"E33020375","E01009288","E02001926",2011,312,78,88,62,84
"E33020376","E01009288","E02001926",2011,417,95,132,93,97
"E33020376","E01009296","E02001926",2011,417,95,132,93,97
"E33020377","E01009282","E02001926",2011,442,93,175,94,80
"E33020378","E01009505","E02001927",2011,410,154,80,103,73
"E33020378","E01009501","E02001927",2011,410,154,80,103,73
"E33020379","E01009501","E02001927",2011,355,60,89,82,124
"E33020379","E01009502","E02001927",2011,355,60,89,82,124
"E33020380","E01009501","E02001927",2011,300,51,78,100,71
"E33020380","E01009503","E02001927",2011,300,51,78,100,71
"E33020380","E01009502","E02001927",2011,300,51,78,100,71
"E33020381","E01009502","E02001927",2011,320,43,90,95,92
"E33020381","E01008924","E02001927",2011,320,43,90,95,92
"E33020382","E01008923","E02001928",2011,274,46,82,81,65
"E33020382","E01008928","E02001928",2011,274,46,82,81,65
"E33020383","E01008917","E02001928",2011,791,184,215,216,176
"E33020383","E01008923","E02001928",2011,791,184,215,216,176
"E33020383","E01008925","E02001928",2011,791,184,215,216,176
"E33020383","E01008927","E02001928",2011,791,184,215,216,176
"E33020384","E01009024","E02001929",2011,498,95,115,149,139
"E33020384","E01009025","E02001929",2011,498,95,115,149,139
"E33020384","E01009019","E02001929",2011,498,95,115,149,139
"E33020384","E01009033","E02001929",2011,498,95,115,149,139
"E33020385","E01009021","E02001929",2011,356,54,92,119,91
"E33020385","E01009019","E02001929",2011,356,54,92,119,91
"E33020385","E01009020","E02001929",2011,356,54,92,119,91
"E33020385","E01009025","E02001929",2011,356,54,92,119,91
"E33020386","E01009179","E02001930",2011,561,212,118,133,98
"E33020387","E01009189","E02001930",2011,288,102,94,51,41
"E33020387","E01009175","E02001930",2011,288,102,94,51,41
"E33020388","E01009178","E02001930",2011,464,111,150,104,99
"E33020388","E01009177","E02001930",2011,464,111,150,104,99
"E33020389","E01009175","E02001930",2011,786,203,242,175,166
"E33020390","E01009176","E02001931",2011,243,75,64,52,52
"E33020391","E01009031","E02001931",2011,381,98,101,99,83
"E33020392","E01009037","E02001931",2011,249,51,61,70,67
"E33020393","E01008933","E02001931",2011,342,68,118,82,74
"E33020393","E01008934","E02001931",2011,342,68,118,82,74
"E33020394","E01008929","E02001932",2011,407,142,91,103,71
"E33020394","E01008930","E02001932",2011,407,142,91,103,71
"E33020394","E01033629","E02001932",2011,407,142,91,103,71
"E33020395","E01033629","E02001932",2011,678,258,175,135,110
"E33020396","E01009495","E02001932",2011,330,68,103,85,74
"E33020396","E01008929","E02001932",2011,330,68,103,85,74
"E33020397","E01008966","E02001933",2011,323,55,89,93,86
"E33020397","E01008953","E02001933",2011,323,55,89,93,86
"E33020398","E01008964","E02001933",2011,364,160,86,69,49
"E33020398","E01008963","E02001933",2011,364,160,86,69,49
"E33020399","E01008963","E02001933",2011,422,70,104,142,106
"E33020399","E01008965","E02001933",2011,422,70,104,142,106
"E33020399","E01008964","E02001933",2011,422,70,104,142,106
"E33020400","E01008953","E02001933",2011,718,173,254,146,145
"E33020400","E01008965","E02001933",2011,718,173,254,146,145
"E33020401","E01009035","E02001934",2011,867,209,265,209,184
"E33020401","E01009032","E02001934",2011,867,209,265,209,184
"E33020402","E01009034","E02001934",2011,593,123,185,138,147
"E33020402","E01009036","E02001934",2011,593,123,185,138,147
"E33020403","E01009506","E02001935",2011,313,69,87,89,68
"E33020403","E01009494","E02001935",2011,313,69,87,89,68
"E33020403","E01009496","E02001935",2011,313,69,87,89,68
"E33020404","E01009496","E02001935",2011,394,100,81,150,63
"E33020404","E01009497","E02001935",2011,394,100,81,150,63
"E33020405","E01009504","E02001935",2011,238,66,48,63,61
"E33020406","E01009497","E02001935",2011,562,91,204,158,109
"E33020407","E01008967","E02001936",2011,332,51,92,140,49
"E33020407","E01008970","E02001936",2011,332,51,92,140,49
"E33020408","E01008981","E02001936",2011,405,76,137,87,105
"E33020408","E01008967","E02001936",2011,405,76,137,87,105
"E33020409","E01008981","E02001936",2011,356,131,82,76,67
"E33020409","E01008967","E02001936",2011,356,131,82,76,67
"E33020409","E01008968","E02001936",2011,356,131,82,76,67
"E33020410","E01008968","E02001936",2011,380,92,108,120,60
"E33020411","E01008935","E02001937",2011,317,62,74,104,77
"E33020411","E01008939","E02001937",2011,317,62,74,104,77
"E33020411","E01008938","E02001937",2011,317,62,74,104,77
"E33020412","E01008932","E02001937",2011,482,107,138,121,116
"E33020412","E01008935","E02001937",2011,482,107,138,121,116
"E33020413","E01008935","E02001937",2011,509,132,114,132,131
"E33020413","E01008936","E02001937",2011,509,132,114,132,131
"E33020414","E01008952","E02001938",2011,484,86,153,113,132
"E33020414","E01008955","E02001938",2011,484,86,153,113,132
"E33020415","E01008956","E02001938",2011,370,153,78,94,45
"E33020416","E01008957","E02001938",2011,386,43,108,145,90
"E33020417","E01008956","E02001938",2011,281,54,87,74,66
"E33020417","E01008955","E02001938",2011,281,54,87,74,66
"E33020417","E01008951","E02001938",2011,281,54,87,74,66
"E33020418","E01008957","E02001938",2011,218,37,55,48,78
"E33020419","E01008952","E02001938",2011,343,70,87,82,104
"E33020419","E01008955","E02001938",2011,343,70,87,82,104
"E33020420","E01008951","E02001938",2011,272,89,68,58,57
"E33020421","E01008952","E02001938",2011,397,85,135,88,89
"E33020422","E01008954","E02001939",2011,1498,472,529,271,226
"E33020422","E01008958","E02001939",2011,1498,472,529,271,226
"E33020422","E01009493","E02001939",2011,1498,472,529,271,226
"E33020423","E01009493","E02001939",2011,580,232,155,115,78
"E33020423","E01008950","E02001939",2011,580,232,155,115,78
"E33020423","E01008954","E02001939",2011,580,232,155,115,78
"E33020424","E01008937","E02001941",2011,310,73,85,96,56
"E33020424","E01008940","E02001941",2011,310,73,85,96,56
"E33020424","E01008944","E02001941",2011,310,73,85,96,56
"E33020425","E01008937","E02001941",2011,554,104,153,148,149
"E33020425","E01008941","E02001941",2011,554,104,153,148,149
"E33020425","E01008940","E02001941",2011,554,104,153,148,149
"E33020426","E01008960","E02001942",2011,296,126,70,63,37
"E33020426","E01008959","E02001942",2011,296,126,70,63,37
"E33020427","E01008961","E02001942",2011,399,70,116,106,107
