"Geographic_location","lsoa11cd","msoa11cd","date","EthnicGroup_total","Ethnic Group:White:English/Welsh/Scottish/Northern Irish/British","EthnicGroup:White:Irish;measures:Value","Ethnic Group:White:GypsyorIrishTraveller;measures: Value","EthnicGroup:White:Other White;measures:Value","Ethnic Group:Mixed/multipleethnic group:White and BlackCaribbean;measures:Value","Ethnic Group:Mixed/multipleethnicgroup:WhiteandBlack African;measures:Value","Ethnic Group: Mixed/multiple ethnic group: White and Asian; measures: Value","Ethnic Group: Mixed/multiple ethnic group: Other Mixed; measures: Value","Ethnic Group: Asian/Asian British: Indian; measures: Value","Ethnic Group: Asian/Asian British: Pakistani; measures: Value","Ethnic Group: Asian/Asian British: Bangladeshi; measures: Value","Ethnic Group: Asian/Asian British: Chinese; measures: Value","Ethnic Group: Asian/Asian British: Other Asian; measures: Value","Ethnic Group: Black/African/Caribbean/Black British: African; measures: Value","Ethnic Group: Black/African/Caribbean/Black British: Caribbean; measures: Value","Ethnic Group: Black/African/Caribbean/Black British: Other Black; measures: Value","Ethnic Group: Other ethnic group: Arab; measures: Value","Ethnic Group: Other ethnic group: Any other ethnic group; measures: Value","Ethnic Group:White:English/Welsh/Scottish/Northern Irish/British:value%","EthnicGroup:White:Irish;measures:Value:value%","Ethnic Group:White:GypsyorIrishTraveller;measures: Value:value%","EthnicGroup:White:Other White;measures:Value:value%","Ethnic Group:Mixed/multipleethnic group:White and BlackCaribbean;measures:Value:value%","Ethnic Group:Mixed/multipleethnicgroup:WhiteandBlack African;measures:Value:value%","Ethnic Group: Mixed/multiple ethnic group: White and Asian; measures: Value:value%","Ethnic Group: Mixed/multiple ethnic group: Other Mixed; measures: Value:value%","Ethnic Group: Asian/Asian British: Indian; measures: Value:value%","Ethnic Group: Asian/Asian British: Pakistani; measures: Value:value%","Ethnic Group: Asian/Asian British: Bangladeshi; measures: Value:value%","Ethnic Group: Asian/Asian British: Chinese; measures: Value:value%","Ethnic Group: Asian/Asian British: Other Asian; measures: Value:value%","Ethnic Group: Black/African/Caribbean/Black British: African; measures: Value:value%","Ethnic Group: Black/African/Caribbean/Black British: Caribbean; measures: Value:value%","Ethnic Group: Black/African/Caribbean/Black British: Other Black; measures: Value:value%","Ethnic Group: Other ethnic group: Arab; measures: Value:value%","Ethnic Group: Other ethnic group: Any other ethnic group; measures: Value:value%"
"E33018112","E01008889","E02001904",2011,623,324,9,0,16,12,1,5,1,48,112,24,1,25,8,20,9,3,5,52.0064205457464,1.4446227929374,0,2.56821829855538,1.92616372391653,0.160513643659711,0.802568218298555,0.160513643659711,7.70465489566613,17.9775280898876,3.85232744783307,0.160513643659711,4.01284109149278,1.28410914927769,3.21027287319422,1.4446227929374,0.481540930979133,0.802568218298555
"E33018113","E01008910","E02001876",2011,481,370,7,1,14,9,0,1,1,25,9,3,0,7,2,20,9,1,2,76.9230769230769,1.45530145530146,0.207900207900208,2.91060291060291,1.87110187110187,0,0.207900207900208,0.207900207900208,5.1975051975052,1.87110187110187,0.623700623700624,0,1.45530145530146,0.415800415800416,4.15800415800416,1.87110187110187,0.207900207900208,0.415800415800416
"E33018114","E01008910","E02001876",2011,2456,1381,42,0,26,38,11,9,12,400,183,29,11,78,47,114,40,7,28,56.2296416938111,1.71009771986971,0,1.0586319218241,1.54723127035831,0.447882736156352,0.366449511400651,0.488599348534202,16.2866449511401,7.45114006514658,1.18078175895765,0.447882736156352,3.17589576547231,1.91368078175896,4.64169381107492,1.62866449511401,0.285016286644951,1.1400651465798
"E33018115","E01033638","E02001875",2011,821,507,10,1,27,13,0,6,0,110,55,14,5,18,7,33,9,0,6,61.7539585870889,1.21802679658952,0.121802679658952,3.28867235079172,1.58343483556638,0,0.730816077953715,0,13.3982947624848,6.69914738124239,1.70523751522533,0.609013398294762,2.19244823386114,0.852618757612667,4.01948842874543,1.09622411693057,0,0.730816077953715
"E33018116","E01008913","E02001876",2011,363,212,10,0,8,10,0,4,2,37,6,2,0,21,18,24,7,2,0,58.4022038567493,2.75482093663912,0,2.20385674931129,2.75482093663912,0,1.10192837465565,0.550964187327824,10.1928374655647,1.65289256198347,0.550964187327824,0,5.78512396694215,4.95867768595041,6.61157024793388,1.92837465564738,0.550964187327824,0
"E33018117","E01008899","E02001863",2011,383,230,8,0,24,4,0,0,1,25,51,3,0,13,15,6,1,0,2,60.0522193211488,2.088772845953,0,6.26631853785901,1.0443864229765,0,0,0.261096605744125,6.52741514360313,13.3159268929504,0.783289817232376,0,3.39425587467363,3.91644908616188,1.56657963446475,0.261096605744125,0,0.522193211488251
"E33018118","E01008899","E02001863",2011,256,163,3,0,10,0,1,1,0,19,25,4,4,11,2,6,2,0,5,63.671875,1.171875,0,3.90625,0,0.390625,0.390625,0,7.421875,9.765625,1.5625,1.5625,4.296875,0.78125,2.34375,0.78125,0,1.953125
"E33018119","E01008899","E02001863",2011,452,356,8,0,18,8,1,2,0,16,14,2,0,4,4,11,6,0,2,78.7610619469027,1.76991150442478,0,3.98230088495575,1.76991150442478,0.221238938053097,0.442477876106195,0,3.53982300884956,3.09734513274336,0.442477876106195,0,0.884955752212389,0.884955752212389,2.43362831858407,1.32743362831858,0,0.442477876106195
"E33018120","E01008899","E02001863",2011,465,384,8,0,14,1,0,1,1,13,14,0,0,3,5,13,4,2,2,82.5806451612903,1.72043010752688,0,3.01075268817204,0.21505376344086,0,0.21505376344086,0.21505376344086,2.79569892473118,3.01075268817204,0,0,0.645161290322581,1.0752688172043,2.79569892473118,0.860215053763441,0.43010752688172,0.43010752688172
"E33018121","E01008901","E02001863",2011,659,448,10,0,20,17,2,8,4,24,21,7,2,9,10,62,10,1,4,67.9817905918058,1.51745068285281,0,3.03490136570561,2.57966616084977,0.303490136570561,1.21396054628225,0.606980273141123,3.64188163884674,3.1866464339909,1.06221547799697,0.303490136570561,1.36570561456753,1.51745068285281,9.4081942336874,1.51745068285281,0.151745068285281,0.606980273141123
"E33018122","E01008901","E02001863",2011,667,448,9,0,16,7,2,5,2,49,47,5,4,23,5,27,11,0,7,67.1664167916042,1.34932533733133,0,2.39880059970015,1.04947526236882,0.299850074962519,0.749625187406297,0.299850074962519,7.34632683658171,7.04647676161919,0.749625187406297,0.599700149925038,3.44827586206897,0.749625187406297,4.047976011994,1.64917541229385,0,1.04947526236882
"E33018123","E01008901","E02001863",2011,314,176,5,0,5,0,0,3,0,30,28,11,1,12,5,23,11,2,2,56.0509554140127,1.59235668789809,0,1.59235668789809,0,0,0.955414012738854,0,9.55414012738854,8.9171974522293,3.5031847133758,0.318471337579618,3.82165605095541,1.59235668789809,7.32484076433121,3.5031847133758,0.636942675159236,0.636942675159236
"E33018124","E01008901","E02001863",2011,509,355,9,0,8,4,0,2,0,33,35,15,1,8,5,23,10,0,1,69.7445972495088,1.76817288801572,0,1.57170923379175,0.785854616895874,0,0.392927308447937,0,6.48330058939096,6.8762278978389,2.94695481335953,0.196463654223969,1.57170923379175,0.982318271119843,4.51866404715128,1.96463654223969,0,0.196463654223969
"E33018125","E01008901","E02001863",2011,471,381,13,0,15,3,1,3,0,20,10,3,0,3,1,9,7,2,0,80.8917197452229,2.76008492569002,0,3.18471337579618,0.636942675159236,0.212314225053079,0.636942675159236,0,4.24628450106157,2.12314225053079,0.636942675159236,0,0.636942675159236,0.212314225053079,1.91082802547771,1.48619957537155,0.424628450106157,0
"E33018126","E01008917","E02001928",2011,261,154,7,0,51,2,12,0,0,7,15,1,1,3,0,3,1,3,1,59.0038314176245,2.68199233716475,0,19.5402298850575,0.766283524904214,4.59770114942529,0,0,2.68199233716475,5.74712643678161,0.383141762452107,0.383141762452107,1.14942528735632,0,1.14942528735632,0.383141762452107,1.14942528735632,0.383141762452107
"E33018127","E01008961","E02001942",2011,356,272,2,1,10,3,0,2,1,16,16,3,1,4,11,12,1,0,1,76.4044943820225,0.561797752808989,0.280898876404494,2.80898876404494,0.842696629213483,0,0.561797752808989,0.280898876404494,4.49438202247191,4.49438202247191,0.842696629213483,0.280898876404494,1.12359550561798,3.08988764044944,3.37078651685393,0.280898876404494,0,0.280898876404494
"E33018128","E01008961","E02001942",2011,371,290,6,0,5,6,1,3,1,14,13,3,8,7,4,4,3,2,1,78.167115902965,1.61725067385445,0,1.34770889487871,1.61725067385445,0.269541778975741,0.808625336927224,0.269541778975741,3.77358490566038,3.50404312668464,0.808625336927224,2.15633423180593,1.88679245283019,1.07816711590297,1.07816711590297,0.808625336927224,0.539083557951483,0.269541778975741
"E33018129","E01008950","E02001939",2011,771,679,13,1,6,12,0,1,1,23,8,3,0,6,1,10,4,0,3,88.0674448767834,1.68612191958495,0.12970168612192,0.778210116731518,1.55642023346304,0,0.12970168612192,0.12970168612192,2.98313878080415,1.03761348897536,0.389105058365759,0,0.778210116731518,0.12970168612192,1.2970168612192,0.518806744487678,0,0.389105058365759
"E33018130","E01008991","E02001890",2011,794,468,12,0,22,13,2,6,6,78,45,5,4,12,27,81,8,0,5,58.9420654911839,1.51133501259446,0,2.77078085642317,1.63727959697733,0.251889168765743,0.755667506297229,0.755667506297229,9.82367758186398,5.66750629722922,0.629722921914358,0.503778337531486,1.51133501259446,3.40050377833753,10.2015113350126,1.00755667506297,0,0.629722921914358
"E33018131","E01008994","E02001900",2011,935,707,13,0,15,4,0,2,3,88,27,12,6,8,8,29,7,1,5,75.6149732620321,1.3903743315508,0,1.60427807486631,0.427807486631016,0,0.213903743315508,0.320855614973262,9.41176470588235,2.88770053475936,1.28342245989305,0.641711229946524,0.855614973262032,0.855614973262032,3.10160427807487,0.748663101604278,0.106951871657754,0.53475935828877
"E33018132","E01008994","E02001900",2011,333,227,1,0,14,6,1,1,0,25,17,5,2,9,9,12,2,0,2,68.1681681681682,0.3003003003003,0,4.2042042042042,1.8018018018018,0.3003003003003,0.3003003003003,0,7.50750750750751,5.1051051051051,1.5015015015015,0.600600600600601,2.7027027027027,2.7027027027027,3.6036036036036,0.600600600600601,0,0.600600600600601
